decoder_candidate,onset_threshold,offset_threshold,min_onset_separation_seconds,min_note_duration_seconds,crepe_confidence_threshold,matches,ref_notes,est_notes,COnPOff_F_micro
220,0.44,0.495,0.162,0.1,0.25,1077,1748,1650,0.6339022954679223
139,0.4,0.495,0.162,0.1,0.25,1087,1748,1684,0.6334498834498834
151,0.4,0.495,0.18,0.11,0.25,1078,1748,1656,0.6333725029377203
136,0.4,0.495,0.162,0.09,0.25,1090,1748,1696,0.6329849012775842
217,0.44,0.495,0.162,0.09,0.25,1079,1748,1662,0.6328445747800586
223,0.44,0.495,0.162,0.11,0.25,1072,1748,1642,0.632448377581121
142,0.4,0.495,0.162,0.11,0.25,1082,1748,1675,0.6321939818872333
157,0.4,0.495,0.198,0.1,0.25,1074,1748,1653,0.631578947368421
229,0.44,0.495,0.18,0.1,0.25,1067,1748,1634,0.6309875813128326
154,0.4,0.495,0.198,0.09,0.25,1076,1748,1665,0.630530325227073
160,0.4,0.495,0.198,0.11,0.25,1069,1748,1644,0.6303066037735848
147,0.4,0.495,0.18,0.1,0.2,1080,1748,1679,0.6302888824044354
150,0.4,0.495,0.18,0.11,0.2,1077,1748,1670,0.6301930953774136
144,0.4,0.495,0.18,0.09,0.2,1084,1748,1693,0.6300494042429526
226,0.44,0.495,0.18,0.09,0.25,1069,1748,1646,0.6299351797289335
219,0.44,0.495,0.162,0.1,0.2,1074,1748,1664,0.6295427901524031
232,0.44,0.495,0.18,0.11,0.25,1062,1748,1626,0.6295198577356255
222,0.44,0.495,0.162,0.11,0.2,1071,1748,1656,0.6292596944770857
138,0.4,0.495,0.162,0.1,0.2,1084,1748,1698,0.6291352292513058
238,0.44,0.495,0.198,0.1,0.25,1060,1748,1622,0.6290801186943621
141,0.4,0.495,0.162,0.11,0.2,1081,1748,1689,0.6290369508292115
135,0.4,0.495,0.162,0.09,0.2,1088,1748,1712,0.6289017341040463
216,0.44,0.495,0.162,0.09,0.2,1077,1748,1678,0.628721541155867
241,0.44,0.495,0.198,0.11,0.25,1055,1748,1614,0.6276026174895896
235,0.44,0.495,0.198,0.09,0.25,1061,1748,1634,0.6274393849793021
156,0.4,0.495,0.198,0.1,0.2,1071,1748,1667,0.6272327964860909
159,0.4,0.495,0.198,0.11,0.2,1068,1748,1658,0.6271285965942455
228,0.44,0.495,0.18,0.1,0.2,1064,1748,1648,0.6266195524146055
153,0.4,0.495,0.198,0.09,0.2,1074,1748,1681,0.6264216972878389
231,0.44,0.495,0.18,0.11,0.2,1061,1748,1640,0.6263282172373081
225,0.44,0.495,0.18,0.09,0.2,1067,1748,1662,0.6258064516129032
237,0.44,0.495,0.198,0.1,0.2,1057,1748,1636,0.6247044917257684
240,0.44,0.495,0.198,0.11,0.2,1054,1748,1628,0.6244075829383887
234,0.44,0.495,0.198,0.09,0.2,1059,1748,1650,0.6233078281341966
